code,word,language,word_type,text_color,background_color,font_size,font_family,font_style,font_path,noise_type1,noise_type2,noise_type3,angle,clean_path,noisy_path,binary_mask_path,indicocr_clean,indicocr_noisy,indicocr_acc_clean,indicocr_acc_noisy,output_path,indicocr_output,indicocr_acc_outpur
852,マイクロソフト,Japanese,normal,gainsboro,darkslategray,68,Zen_Old_Mincho,ZenOldMincho-Black,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Zen_Old_Mincho/ZenOldMincho-Black.ttf,vertical tear,,salt and pepper,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/852.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/852.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/852.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/852.png,,
853,インディアン,Japanese,normal,slategray,gainsboro,61,BIZ_UDMincho,BIZUDMincho-Bold,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/BIZ_UDMincho/BIZUDMincho-Bold.ttf,scanner streaks,text ghosting,Gaussian noise,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/853.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/853.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/853.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/853.png,,
854,ロサンゼルス,Japanese,normal,linen,olive,112,Zen_Kaku_Gothic_New,ZenKakuGothicNew-Light,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Zen_Kaku_Gothic_New/ZenKakuGothicNew-Light.ttf,horizontal tear,text ghosting,JPEG compression,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/854.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/854.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/854.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/854.png,,
855,レコーディング,Japanese,normal,white,chocolate,58,Potta_One,PottaOne-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Potta_One/PottaOne-Regular.ttf,random scratches,,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/855.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/855.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/855.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/855.png,,
856,トーナメント,Japanese,normal,darkolivegreen,seashell,54,Zen_Old_Mincho,ZenOldMincho-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Zen_Old_Mincho/ZenOldMincho-Regular.ttf,double scan,,compression artifacts,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/856.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/856.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/856.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/856.png,,
857,コスチューム,Japanese,normal,gainsboro,black,103,Kosugi_Maru,KosugiMaru-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Kosugi_Maru/KosugiMaru-Regular.ttf,staple holes,,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/857.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/857.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/857.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/857.png,,
858,クリエイター,Japanese,normal,indigo,mintcream,115,Rampart_One,RampartOne-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Rampart_One/RampartOne-Regular.ttf,random_erasure,color space mismatch,glare,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/858.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/858.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/858.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/858.png,,
859,オブジェクト,Japanese,normal,dimgray,mistyrose,51,Noto_Serif_JP,NotoSerifJP-ExtraLight,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Noto_Serif_JP/static/NotoSerifJP-ExtraLight.ttf,vertical tear,,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/859.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/859.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/859.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/859.png,,
860,アイスクリーム,Japanese,normal,firebrick,palegoldenrod,73,Yuji_Syuku,YujiSyuku-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Yuji_Syuku/YujiSyuku-Regular.ttf,staple holes,color space mismatch,JPEG compression,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/860.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/860.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/860.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/860.png,,
861,パーフェクト,Japanese,normal,mistyrose,steelblue,103,Kosugi_Maru,KosugiMaru-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Kosugi_Maru/KosugiMaru-Regular.ttf,staple holes,,blur,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/861.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/861.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/861.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/861.png,,
862,ウルトラマン,Japanese,normal,black,mintcream,120,BIZ_UDMincho,BIZUDMincho-Bold,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/BIZ_UDMincho/BIZUDMincho-Bold.ttf,scanner streaks,,glare,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/862.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/862.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/862.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/862.png,,
863,アフガニスタン,Japanese,normal,powderblue,black,44,Yuji_Boku,YujiBoku-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Yuji_Boku/YujiBoku-Regular.ttf,partial occlusion,color space mismatch,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/863.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/863.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/863.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/863.png,,
864,モチベーション,Japanese,normal,gainsboro,dimgray,55,BIZ_UDMincho,BIZUDMincho-Bold,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/BIZ_UDMincho/BIZUDMincho-Bold.ttf,angled line,watermarks,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/864.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/864.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/864.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/864.png,,
865,ニュージーランド,Japanese,normal,dimgray,palegoldenrod,55,Noto_Sans_JP,NotoSansJP-Medium,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Noto_Sans_JP/static/NotoSansJP-Medium.ttf,staple holes,,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/865.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/865.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/865.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/865.png,,
866,サンドイッチ,Japanese,normal,gainsboro,darkseagreen,51,Potta_One,PottaOne-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Potta_One/PottaOne-Regular.ttf,random_erasure,,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/866.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/866.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/866.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/866.png,,
867,ガイドライン,Japanese,normal,skyblue,brown,81,BIZ_UDMincho,BIZUDMincho-Bold,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/BIZ_UDMincho/BIZUDMincho-Bold.ttf,angled line,,glare,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/867.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/867.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/867.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/867.png,,
868,ウォーキング,Japanese,normal,paleturquoise,chocolate,69,Potta_One,PottaOne-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Potta_One/PottaOne-Regular.ttf,printer toner gaps,ink bleed-through,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/868.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/868.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/868.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/868.png,,
869,アメリカ合衆国,Japanese,normal,seashell,forestgreen,105,Yuji_Boku,YujiBoku-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Yuji_Boku/YujiBoku-Regular.ttf,double scan,resolution scaling,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/869.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/869.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/869.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/869.png,,
870,フォーマット,Japanese,normal,gray,lavender,51,Kosugi_Maru,KosugiMaru-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Kosugi_Maru/KosugiMaru-Regular.ttf,water damage,,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/870.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/870.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/870.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/870.png,,
871,ハードウェア,Japanese,normal,indigo,honeydew,64,Potta_One,PottaOne-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Potta_One/PottaOne-Regular.ttf,double scan,,aliasing,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/871.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/871.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/871.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/871.png,,
872,ハンバーガー,Japanese,normal,firebrick,powderblue,66,Noto_Serif_JP,NotoSerifJP-Medium,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Noto_Serif_JP/static/NotoSerifJP-Medium.ttf,angled line,,character merging,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/872.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/872.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/872.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/872.png,,
873,クリエイティブ,Japanese,normal,mintcream,darkcyan,42,Dela_Gothic_One,DelaGothicOne-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Dela_Gothic_One/DelaGothicOne-Regular.ttf,printer toner gaps,,ambient noise,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/873.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/873.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/873.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/873.png,,
874,カスタマイズ,Japanese,normal,lightgreen,chocolate,42,Kosugi_Maru,KosugiMaru-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Kosugi_Maru/KosugiMaru-Regular.ttf,stroke breaks,,scan line artifacts,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/874.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/874.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/874.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/874.png,,
875,ミーティング,Japanese,normal,olive,powderblue,81,Yuji_Syuku,YujiSyuku-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Yuji_Syuku/YujiSyuku-Regular.ttf,printer toner gaps,watermarks,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/875.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/875.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/875.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/875.png,,
876,ハイブリッド,Japanese,normal,darkblue,white,89,Potta_One,PottaOne-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Potta_One/PottaOne-Regular.ttf,double scan,resolution scaling,blur,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/876.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/876.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/876.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/876.png,,
877,フィクション,Japanese,normal,ivory,olive,106,Kosugi_Maru,KosugiMaru-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Kosugi_Maru/KosugiMaru-Regular.ttf,double scan,,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/877.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/877.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/877.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/877.png,,
878,バレンタイン,Japanese,normal,darkcyan,silver,49,Potta_One,PottaOne-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Potta_One/PottaOne-Regular.ttf,partial occlusion,perspective distortion,ink spread,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/878.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/878.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/878.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/878.png,,
879,インフルエンザ,Japanese,normal,lightyellow,gray,82,BIZ_UDMincho,BIZUDMincho-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/BIZ_UDMincho/BIZUDMincho-Regular.ttf,horizontal tear,paper curl,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/879.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/879.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/879.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/879.png,,
880,ワールドカップ,Japanese,normal,indigo,seashell,107,BIZ_UDMincho,BIZUDMincho-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/BIZ_UDMincho/BIZUDMincho-Regular.ttf,scanner streaks,watermarks,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/880.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/880.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/880.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/880.png,,
881,ペットボトル,Japanese,normal,darkgreen,lightyellow,68,BIZ_UDMincho,BIZUDMincho-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/BIZ_UDMincho/BIZUDMincho-Regular.ttf,scanner streaks,ink bleed-through,JPEG compression,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/881.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/881.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/881.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/881.png,,
882,フェスティバル,Japanese,normal,lightcyan,teal,109,Kosugi_Maru,KosugiMaru-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Kosugi_Maru/KosugiMaru-Regular.ttf,vertical tear,watermarks,banding,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/882.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/882.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/882.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/882.png,,
883,パナソニック,Japanese,normal,lightgreen,indigo,92,Yuji_Boku,YujiBoku-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Yuji_Boku/YujiBoku-Regular.ttf,random_erasure,paper curl,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/883.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/883.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/883.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/883.png,,
884,スキャンダル,Japanese,normal,navy,honeydew,62,Yuji_Boku,YujiBoku-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Yuji_Boku/YujiBoku-Regular.ttf,partial occlusion,text ghosting,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/884.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/884.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/884.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/884.png,,
885,アシスタント,Japanese,normal,firebrick,lightcyan,116,Potta_One,PottaOne-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Potta_One/PottaOne-Regular.ttf,scanner streaks,,Gaussian noise,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/885.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/885.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/885.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/885.png,,
886,ドキュメント,Japanese,normal,teal,palegoldenrod,104,Yuji_Syuku,YujiSyuku-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Yuji_Syuku/YujiSyuku-Regular.ttf,water damage,ink bleed-through,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/886.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/886.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/886.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/886.png,,
887,アルゴリズム,Japanese,normal,linen,darkred,120,Rampart_One,RampartOne-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Rampart_One/RampartOne-Regular.ttf,water damage,color space mismatch,banding,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/887.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/887.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/887.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/887.png,,
888,アフィリエイト,Japanese,normal,mintcream,firebrick,44,Kosugi_Maru,KosugiMaru-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Kosugi_Maru/KosugiMaru-Regular.ttf,random scratches,,paper texture interference,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/888.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/888.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/888.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/888.png,,
889,アクセサリー,Japanese,normal,chocolate,paleturquoise,42,Noto_Sans_JP,NotoSansJP-Bold,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Noto_Sans_JP/static/NotoSansJP-Bold.ttf,double scan,,blur,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/889.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/889.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/889.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/889.png,,
890,ヘリコプター,Japanese,normal,lavender,darkseagreen,42,Potta_One,PottaOne-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Potta_One/PottaOne-Regular.ttf,double scan,,,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/890.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/890.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/890.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/890.png,,
891,オーストリア,Japanese,normal,silver,teal,108,Yuji_Syuku,YujiSyuku-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Yuji_Syuku/YujiSyuku-Regular.ttf,double scan,,JPEG compression,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/891.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/891.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/891.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/891.png,,
892,アイルランド,Japanese,normal,linen,darkblue,82,Yuji_Boku,YujiBoku-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Yuji_Boku/YujiBoku-Regular.ttf,scribble,,uneven illumination,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/892.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/892.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/892.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/892.png,,
893,フィンランド,Japanese,normal,midnightblue,lightgreen,114,Yuji_Boku,YujiBoku-Regular,/DATA1/ocrteam/word_restoration/reconstruction/datasets/fonts/Japanese/Yuji_Boku/YujiBoku-Regular.ttf,water damage,text ghosting,Gaussian noise,0,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/clean/893.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/noisy/893.png,/DATA1/ocrteam/word_restoration/reconstruction/test/Japanese_test_sample_dataset/bitmask/893.png,,,,,/DATA1/ocrteam/word_restoration/reconstruction/test/Gujarati_test_sample_dataset/output/893.png,,
